id,an,materie,liceu,judet,medie,procent_reusita,numar_candidati,preferinta_materie,anomalie
133,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",Dâmbovița,8.77,98.2,55,25.3,0
134,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""DAVID PRODAN"" CUGIR",Alba,8.77,100.0,3,3.3,0
135,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""TRAIAN VUIA"" RESITA",Caraș-Severin,8.76,100.0,8,5.1,0
136,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""NICU GANE"" FALTICENI",Suceava,8.76,97.8,45,19.3,0
137,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEHNOLOGIC TURCENI,Gorj,8.76,98.0,51,15.5,0
138,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""APACZAI CSERE JANOS"" CLUJ-NAPOCA",Cluj,8.76,100.0,7,7.8,0
139,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",Vâlcea,8.76,95.9,74,34.3,0
140,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""TRAIAN"" CONSTANTA",Constanța,8.75,100.0,92,43.4,0
141,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL PREDA BUZESCU, ORAS BERBESTI",Vâlcea,8.74,100.0,33,17.2,0
142,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL GERMAN ""GOETHE""",București,8.74,100.0,6,11.3,0
143,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA",Vâlcea,8.74,97.6,41,16.1,0
144,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""PETOFI SANDOR"" SACUENI",Bihor,8.74,100.0,19,19.0,0
145,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SFANTU GHEORGHE",Covasna,8.72,100.0,39,27.9,0
146,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI EMINESCU"" SATU MARE",Satu-Mare,8.71,100.0,39,19.8,0
147,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",COLEGIUL NATIONAL BANATEAN TIMISOARA,Timiș,8.71,97.3,74,34.3,0
148,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",Vaslui,8.7,97.9,47,23.3,0
149,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""LUCIAN BLAGA"" CONSTANTA",Constanța,8.7,100.0,5,6.0,0
150,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",Teleorman,8.68,100.0,33,12.1,0
151,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",Gorj,8.68,100.0,83,35.8,0
152,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ION LUCA CARAGIALE"", MUNICIPIUL PLOIESTI",Prahova,8.68,100.0,16,5.8,0
153,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL TEHNIC ""MIHAI BACESCU"" FALTICENI",Suceava,8.66,98.1,52,20.9,0
154,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",Argeș,8.66,97.6,42,15.4,0
155,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""MARK TWAIN INTERNATIONAL SCHOOL"" VOLUNTARI",Ilfov,8.65,100.0,1,7.7,0
156,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL ""FERDINAND I"", COMUNA MANECIU",Prahova,8.65,100.0,1,0.7,0
157,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""ION.I.C.BRATIANU"" TIMISOARA",Timiș,8.65,100.0,1,0.5,1
158,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""TRAIAN LALESCU"" RESITA",Caraș-Severin,8.63,100.0,15,14.2,0
159,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI EMINESCU"" SUCEAVA",Suceava,8.62,97.7,43,24.0,0
160,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEOLOGIC BAPTIST ""ALEXA POPOVICI"" ARAD",Arad,8.61,100.0,20,35.1,0
161,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ANDREI MURESANU"" DEJ",Cluj,8.61,90.3,31,24.8,0
162,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEOLOGIC ADVENTIST CRAIOVA,Dolj,8.61,100.0,13,27.7,0
163,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA",Cluj,8.61,97.8,45,39.5,0
164,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""GEORGE VALSAN""",Brăila,8.6,100.0,1,1.5,0
165,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""O.C.TASLAUANU"" TOPLITA",Harghita,8.6,98.1,53,63.1,0
166,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""NICOLAE IORGA""",București,8.6,100.0,28,18.4,0
167,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""NICOLAE IORGA""",București,8.6,100.0,28,18.4,0
168,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""DOAMNA STANCA"" FAGARAS",Brașov,8.6,100.0,1,1.0,0
169,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",Bistrița-Năsăud,8.59,97.2,71,33.8,0
170,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""NAGY MOZES"" TARGU SECUIESC",Covasna,8.59,100.0,50,40.7,0
171,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEORETIC CAREI,Satu-Mare,8.59,97.1,68,38.4,0
172,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL PEDAGOGIC ""MIRCEA SCARLAT"" ALEXANDRIA",Teleorman,8.57,100.0,3,1.3,0
173,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"", IASI",Iași,8.56,97.1,70,52.6,0
174,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ADY ENDRE"" ORADEA",Bihor,8.56,100.0,25,13.4,0
175,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL BILINGV ""GEORGE COSBUC""",București,8.56,100.0,14,7.9,0
176,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL ""CORNELIU MEDREA"" ZLATNA",Alba,8.55,100.0,1,1.8,1
177,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""AXENTE SEVER"" MEDIAS",Sibiu,8.54,93.8,16,18.6,0
178,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MARTON ARON"" MIERCUREA CIUC",Harghita,8.54,100.0,20,13.0,0
179,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""GHEORGHE POP DE BASESTI"" CEHU SILVANIEI",Sălaj,8.51,100.0,32,24.1,0
180,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL TEHNOLOGIC ""CONSTANTIN BRANCOVEANU""",Mehedinți,8.51,98.3,59,27.7,0
181,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""IULIA HASDEU""",București,8.5,100.0,13,6.1,0
182,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN",Hunedoara,8.49,100.0,23,8.2,0
183,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""IONITA G. ANDRON"" NEGRESTI-OAS",Satu-Mare,8.49,100.0,16,13.0,0
184,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""I.L.CARAGIALE""",București,8.47,100.0,14,5.3,0
185,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL DE INFORMATICA ""GR. MOISIL"" BRASOV",Brașov,8.47,100.0,11,7.1,0
186,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",Iași,8.46,96.4,56,35.0,0
187,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",Ialomița,8.46,100.0,27,12.5,0
188,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ANA ASLAN"" TIMISOARA",Timiș,8.45,98.5,65,63.7,0
189,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI",Prahova,8.45,100.0,2,1.8,0
190,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL DE INFORMATICA, MUNICIPIUL PIATRA-NEAMT",Neamț,8.44,98.7,76,45.5,0
191,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""STEFAN CEL MARE"" SUCEAVA",Suceava,8.44,100.0,69,36.5,0
192,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ION NECULCE""",București,8.43,95.5,44,23.8,0
193,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""SPIRU HARET"", LOCALITATEA TECUCI",Galați,8.43,100.0,67,36.4,0
194,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ONISIFOR GHIBU"" ORADEA",Bihor,8.43,97.6,42,35.6,0
195,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL PEDAGOGIC ""DUMITRU PANAITESCU PERPESSICIUS""",Brăila,8.41,100.0,12,7.8,0
196,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""GEORGE CALINESCU"" CONSTANTA",Constanța,8.41,100.0,12,7.0,0
197,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""GRIGORE ANTIPA"" BOTOSANI",Botoșani,8.4,98.6,74,86.0,0
198,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""GHEORGHE MARINESCU"" TIRGU MURES",Mureș,8.39,100.0,25,31.6,0
199,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""AUREL VLAICU"" ORASTIE",Hunedoara,8.39,98.8,85,55.9,0
200,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""GHEORGHE ASACHI"", MUNICIPIUL PIATRA-NEAMT",Neamț,8.37,100.0,29,17.7,0
201,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI EMINESCU""",București,8.37,100.0,67,41.1,0
202,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""CONSTANTIN BRANCOVEANU"" DABULENI",Dolj,8.36,97.1,35,28.9,0
203,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ION MAIORESCU"" GIURGIU",Giurgiu,8.36,100.0,18,8.5,0
204,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""EUGEN PORA"" CLUJ-NAPOCA",Cluj,8.36,100.0,9,14.3,1
205,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""NICOLAE BALCESCU"" MEDGIDIA",Constanța,8.35,100.0,92,54.8,0
206,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""NICOLAE IORGA"", ORASUL VALENII DE MUNTE",Prahova,8.35,97.7,88,45.8,0
207,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE",Maramureș,8.34,100.0,11,19.0,0
208,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""NICOLAE TECLU""",București,8.33,100.0,3,4.8,0
209,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ALEXANDRU MARGHILOMAN"" MUNICIPIUL BUZAU",Buzău,8.33,100.0,13,8.2,0
210,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI",Maramureș,8.32,98.6,72,32.3,0
211,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""GEORGE COSBUC"" NASAUD",Bistrița-Năsăud,8.32,100.0,65,38.2,0
212,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""SAMUIL VULCAN"" BEIUS",Bihor,8.32,96.5,85,46.7,0
213,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE",Maramureș,8.31,92.9,14,8.6,0
214,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",Prahova,8.31,95.2,21,7.0,1
215,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PLOIESTI",Prahova,8.31,100.0,10,4.3,0
216,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL ""HOREA, CLOSCA SI CRISAN"" ABRUD",Alba,8.3,100.0,11,8.1,0
217,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""AXIOPOLIS"" CERNAVODA",Constanța,8.3,100.0,1,0.6,0
218,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""EUDOXIU HURMUZACHI"" RADAUTI",Suceava,8.3,97.3,75,36.2,0
219,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""APRILY LAJOS"" BRASOV",Brașov,8.3,100.0,5,4.2,0
220,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""MIRON COSTIN"", PASCANI",Iași,8.28,93.6,109,61.6,0
221,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ANDREI MURESANU"" BISTRITA",Bistrița-Năsăud,8.28,95.5,67,28.0,0
222,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC GHEORGHE SURDU, ORAS BREZOI",Vâlcea,8.27,100.0,21,36.8,0
223,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""AVRAM IANCU"" CAMPENI",Alba,8.26,93.2,59,36.6,0
224,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""SCOALA CENTRALA""",București,8.25,91.7,24,13.8,0
225,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""NICOLAE BALCESCU""",Brăila,8.25,100.0,9,5.5,0
226,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL PEDAGOGIC ""STEFAN VELOVAN"" CRAIOVA",Dolj,8.25,97.8,136,48.1,0
227,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""CONSTANTIN IANCULESCU"" CARCEA",Dolj,8.25,100.0,1,5.6,1
228,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA,Cluj,8.24,100.0,15,37.5,0
229,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ALEXANDRU VLAHUTA"" MUNICIPIUL RIMNICU SARAT",Buzău,8.24,98.1,53,27.2,0
230,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""GEORGE COSBUC"" CLUJ-NAPOCA",Cluj,8.23,100.0,5,5.1,0
231,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""IORGU VIRNAV LITEANU"" LITENI",Suceava,8.23,90.0,20,25.0,0
232,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""SZEKELY MIKO"" SFANTU GHEORGHE",Covasna,8.22,100.0,31,27.7,0
233,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""DR. MIHAI CIUCA"" SAVENI",Botoșani,8.22,97.2,36,35.6,0
234,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""ANA ASLAN""",Brăila,8.2,96.4,56,68.3,0
235,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ALEXANDRU PAPIU ILARIAN"" DEJ",Cluj,8.2,100.0,34,23.3,0
236,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""DOAMNA STANCA"" SATU MARE",Satu-Mare,8.2,100.0,21,11.9,0
237,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""BETHLEN GABOR"" AIUD",Alba,8.19,100.0,6,11.3,0
238,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL ""ALEXANDRU CEL BUN"" GURA HUMORULUI",Suceava,8.19,99.0,103,27.7,0
239,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",Olt,8.18,95.7,47,19.9,0
240,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD",Arad,8.18,95.8,24,28.2,0
241,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI",Botoșani,8.17,93.8,65,27.9,0
242,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""MATEI BASARAB""",Mehedinți,8.17,100.0,5,2.6,0
243,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""GHEORGHE TITEICA""",Mehedinți,8.16,97.8,93,38.9,0
244,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEHNOLOGIC JIDVEI,Alba,8.15,100.0,3,11.1,0
245,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""ION LUCA"" VATRA DORNEI",Suceava,8.14,98.6,71,36.8,0
246,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""TOMA SOCOLESCU"", MUNICIPIUL PLOIESTI",Prahova,8.14,100.0,4,1.2,0
247,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""VICTOR BABES"" CLUJ-NAPOCA",Cluj,8.14,97.3,37,46.2,0
248,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",LICEUL TEORETIC INTERNATIONAL DE INFORMATICA BUCURESTI,București,8.14,100.0,13,16.5,0
249,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""VLAICU VODA"" CURTEA DE ARGES",Argeș,8.13,100.0,40,18.3,0
250,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""PAVEL DAN"" CAMPIA TURZII",Cluj,8.12,100.0,10,10.8,0
251,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD",Arad,8.12,100.0,8,6.5,0
252,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRAVENI",Suceava,8.12,100.0,6,3.5,0
253,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""FERDINAND I"" BACAU",Bacău,8.11,100.0,24,12.1,0
254,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""TOMSA VODA"" SOLCA",Suceava,8.11,100.0,4,4.3,0
255,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""MIRCEA ELIADE"" SIGHISOARA",Mureș,8.1,97.4,39,26.9,0
256,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",Harghita,8.1,100.0,26,20.5,0
257,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",Satu-Mare,8.1,90.9,11,5.4,0
258,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEHNOLOGIC ""OLTEA DOAMNA"" DOLHASCA",Suceava,8.1,88.5,26,28.9,0
259,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MARGHITA",Bihor,8.09,96.2,53,38.1,0
260,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","COLEGIUL NATIONAL ""NICHITA STANESCU"", MUNICIPIUL PLOIESTI",Prahova,8.09,100.0,10,4.6,0
261,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI",Hunedoara,8.09,97.5,121,78.6,0
262,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL ""STEFAN PROCOPIU"", MUN. VASLUI",Vaslui,8.09,100.0,7,2.9,0
263,2014,"ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA","LICEUL TEORETIC ""GHEORGHE MUNTEANU MURGOCI"" MACIN",Tulcea,8.09,90.5,21,18.3,0
