FightID,weapon_jedai,armour_jedai,weapon_calmtrooper,armour_calmtrooper,injuries,number_of_fights,force_level,accuracy_calmtrooper,fight_planet,weather_conditions,surprise_attack,moral_jedai,moral_calmtrooper,winner
7063,Ancient Jedai Blade,59.1%,Heavy Blaster,72.2%,Jedai,242.4,58.2,39.0,Hroth,Storm,FALSE,59.5,65.8,0
6332,Ancient Jedai Blade,55.6%,Heavy Blaster,62.4%,Both,55.3,50.2,46.9,Tavooine,Storm,TRUE,59.4,57.7,0
6448,Ancient Jedai Blade,62.0%,Heavy Blaster,71.0%,Calmtrooper,140.3,58.9,44.1,Mustran,Snow,FALSE,57.4,43.0,1
2590,Single Lightsaber,58.9%,Standard Blaster,86.8%,Jedai,119.6,24.7,65.4,Corsavant,Sandstorm,FALSE,33.2,65.9,0
5936,Double Lightsaber,87.5%,Experimental Weapon,40.8%,Calmtrooper,57.6,70.5,71.8,Nabira,Sandstorm,FALSE,73.9,23.4,1
6919,Ancient Jedai Blade,63.8%,Heavy Blaster,67.5%,Both,90.5,56.9,44.7,Nabira,Snow,TRUE,69.1,47.9,1
8651,Ancient Jedai Blade,65.6%,Heavy Blaster,67.4%,Both,104.3,49.8,61.8,Hroth,Clear,FALSE,55.2,51.7,0
775,Single Lightsaber,48.1%,Standard Blaster,82.5%,Jedai,116.1,30.1,62.2,Eldor,Snow,TRUE,20.0,68.8,0
6202,Ancient Jedai Blade,67.1%,Heavy Blaster,63.4%,Both,128.4,52.8,48.9,Corsavant,Snow,TRUE,69.0,73.3,0
1197,Single Lightsaber,58.0%,Standard Blaster,72.8%,Jedai,167.1,26.7,55.2,Mustran,Clear,TRUE,36.2,88.5,0
356,Single Lightsaber,43.0%,Standard Blaster,85.3%,Jedai,248.6,28.3,43.1,Tavooine,Clear,TRUE,45.8,68.8,0
2744,Single Lightsaber,53.7%,Standard Blaster,89.9%,Jedai,35.5,30.1,69.1,Hroth,Storm,TRUE,46.2,48.1,0
7001,Ancient Jedai Blade,67.0%,Heavy Blaster,69.8%,Calmtrooper,83.8,60.8,70.8,Hroth,Clear,FALSE,75.6,57.2,1
8390,Ancient Jedai Blade,72.4%,Heavy Blaster,66.2%,Both,36.8,58.9,41.3,Tavooine,Clear,FALSE,52.3,74.7,0
5093,Double Lightsaber,85.3%,Experimental Weapon,36.8%,Calmtrooper,62.0,81.1,45.5,Corsavant,Clear,TRUE,66.0,27.0,1
4942,Double Lightsaber,90.1%,Experimental Weapon,33.0%,Calmtrooper,184.0,79.9,67.5,Corsavant,Sandstorm,TRUE,78.7,40.8,1
347,Single Lightsaber,50.3%,Standard Blaster,78.0%,Jedai,40.6,27.2,73.9,Mustran,Clear,FALSE,32.3,60.0,0
8295,Ancient Jedai Blade,57.2%,Heavy Blaster,68.7%,Both,243.1,56.8,36.7,Tavooine,Clear,FALSE,62.5,64.5,1
183,Single Lightsaber,49.2%,Standard Blaster,80.4%,Both,15.9,34.8,84.0,Hroth,Sandstorm,TRUE,57.1,69.0,0
216,Single Lightsaber,51.5%,Standard Blaster,83.1%,Both,118.1,27.7,87.2,Kamira,Sandstorm,TRUE,54.5,73.3,0
6106,Ancient Jedai Blade,71.2%,Heavy Blaster,67.7%,Both,116.1,54.1,90.3,Corsavant,Sandstorm,FALSE,66.6,68.2,0
5255,Double Lightsaber,89.3%,Experimental Weapon,39.4%,Both,133.0,78.3,86.4,Mustran,Snow,FALSE,89.2,32.0,1
4970,Double Lightsaber,83.6%,Experimental Weapon,53.1%,Calmtrooper,45.0,78.0,51.5,Tavooine,Clear,FALSE,69.8,29.5,1
4682,Double Lightsaber,78.4%,Experimental Weapon,36.7%,Calmtrooper,106.8,87.5,50.2,Mustran,Snow,TRUE,67.5,37.2,1
5216,Double Lightsaber,83.2%,Experimental Weapon,47.8%,Calmtrooper,24.0,75.9,82.5,Kamira,Storm,TRUE,97.7,27.3,1
273,Single Lightsaber,49.9%,Standard Blaster,83.3%,Jedai,187.0,33.1,39.8,Kamira,Clear,TRUE,45.3,73.5,0
243,Single Lightsaber,44.5%,Standard Blaster,86.2%,Jedai,83.5,30.3,77.6,Tavooine,Clear,FALSE,33.6,60.0,0
7385,Ancient Jedai Blade,67.0%,Heavy Blaster,66.2%,Calmtrooper,43.0,53.0,82.4,Tavooine,Snow,TRUE,56.3,75.6,0
2017,Single Lightsaber,53.6%,Standard Blaster,88.2%,Both,98.8,31.4,32.1,Tavooine,Sandstorm,FALSE,20.0,62.4,0
2226,Single Lightsaber,50.0%,Standard Blaster,84.0%,Both,246.7,26.3,60.2,Corsavant,Sandstorm,TRUE,39.4,53.4,0
1383,Single Lightsaber,58.2%,Standard Blaster,79.1%,Both,198.9,32.5,70.4,Kamira,Clear,FALSE,32.7,64.6,0
3695,Double Lightsaber,82.4%,Experimental Weapon,46.6%,Calmtrooper,184.2,75.9,54.4,Hroth,Storm,TRUE,64.2,25.1,1
5585,Double Lightsaber,80.4%,Experimental Weapon,41.3%,Calmtrooper,113.3,75.8,63.8,Nabira,Clear,FALSE,71.3,30.0,1
5552,Double Lightsaber,84.8%,Experimental Weapon,46.6%,Calmtrooper,187.8,81.6,91.5,Kamira,Sandstorm,TRUE,78.7,38.0,1
1300,Single Lightsaber,57.4%,Standard Blaster,86.4%,Jedai,74.0,25.3,48.7,Kamira,Storm,TRUE,38.7,84.8,0
5920,Double Lightsaber,90.4%,Experimental Weapon,37.5%,Calmtrooper,36.2,76.3,50.8,Mustran,Snow,FALSE,73.9,39.4,1
6854,Ancient Jedai Blade,70.9%,Heavy Blaster,57.7%,Calmtrooper,162.9,52.3,72.6,Kamira,Clear,TRUE,79.0,64.8,0
4065,Double Lightsaber,81.9%,Experimental Weapon,42.6%,Calmtrooper,90.5,77.4,34.3,Kamira,Sandstorm,TRUE,67.2,38.1,1
7665,Ancient Jedai Blade,65.7%,Heavy Blaster,64.9%,Calmtrooper,128.6,65.0,91.5,Mustran,Snow,TRUE,81.7,54.0,1
6301,Ancient Jedai Blade,66.8%,Heavy Blaster,73.9%,Calmtrooper,248.5,54.0,41.1,Tavooine,Snow,FALSE,65.8,58.8,1
465,Single Lightsaber,52.4%,Standard Blaster,80.5%,Jedai,117.3,23.4,34.6,Tavooine,Storm,FALSE,45.4,89.1,0
600,Single Lightsaber,46.8%,Standard Blaster,70.5%,Jedai,105.6,30.2,49.4,Kamira,Snow,FALSE,51.6,73.2,0
4760,Double Lightsaber,81.7%,Experimental Weapon,43.6%,Calmtrooper,147.3,79.4,66.9,Kamira,Storm,FALSE,82.6,47.1,1
2127,Single Lightsaber,52.5%,Standard Blaster,74.4%,Jedai,204.0,19.5,44.5,Kamira,Clear,TRUE,53.7,82.5,0
3342,Double Lightsaber,92.3%,Experimental Weapon,43.7%,Calmtrooper,26.0,75.7,49.6,Nabira,Clear,TRUE,74.6,34.6,1
1598,Single Lightsaber,52.9%,Standard Blaster,76.2%,Jedai,87.0,29.2,44.7,Nabira,Snow,FALSE,51.9,63.5,0
7226,Ancient Jedai Blade,66.2%,Heavy Blaster,66.4%,Calmtrooper,71.0,60.6,61.3,Hroth,Storm,FALSE,77.7,63.3,1
7709,Ancient Jedai Blade,63.2%,Heavy Blaster,69.8%,Both,104.0,64.5,94.3,Hroth,Storm,TRUE,64.3,53.0,0
401,Single Lightsaber,35.5%,Standard Blaster,83.5%,Both,142.2,31.5,79.5,Kamira,Sandstorm,TRUE,39.0,64.2,0
2422,Single Lightsaber,50.7%,Standard Blaster,81.4%,Jedai,129.6,30.7,41.0,Hroth,Clear,TRUE,38.6,76.4,0
3541,Double Lightsaber,84.5%,Experimental Weapon,45.7%,Calmtrooper,181.0,72.9,71.0,Nabira,Sandstorm,FALSE,83.5,33.4,1
471,Single Lightsaber,45.8%,Standard Blaster,78.9%,Both,192.5,34.1,71.0,Nabira,Snow,TRUE,41.6,87.3,0
4750,Double Lightsaber,78.5%,Experimental Weapon,40.9%,Calmtrooper,144.9,79.1,57.7,Tavooine,Clear,TRUE,85.8,18.6,1
1585,Single Lightsaber,51.1%,Standard Blaster,85.3%,Both,31.2,21.7,62.1,Eldor,Snow,TRUE,34.0,75.2,0
176,Single Lightsaber,47.2%,Standard Blaster,80.3%,Jedai,61.1,23.4,37.3,Eldor,Storm,TRUE,50.8,77.4,0
8905,Ancient Jedai Blade,63.2%,Heavy Blaster,65.7%,Calmtrooper,28.0,55.9,58.7,Hroth,Sandstorm,TRUE,40.7,75.0,0
8333,Ancient Jedai Blade,65.6%,Heavy Blaster,74.1%,Both,114.8,62.6,48.1,Tavooine,Snow,TRUE,60.9,62.9,1
1007,Single Lightsaber,50.7%,Standard Blaster,74.6%,Both,207.6,26.6,53.1,Nabira,Snow,FALSE,51.5,65.2,0
2679,Single Lightsaber,50.5%,Standard Blaster,79.8%,Jedai,52.0,26.4,82.2,Eldor,Clear,TRUE,35.8,67.2,0
7316,Ancient Jedai Blade,68.8%,Heavy Blaster,60.2%,Jedai,72.8,55.9,37.9,Kamira,Storm,TRUE,68.6,64.6,1
8531,Ancient Jedai Blade,65.3%,Heavy Blaster,68.9%,Both,208.8,51.8,64.2,Eldor,Sandstorm,TRUE,69.0,51.1,0
2761,Single Lightsaber,40.7%,Standard Blaster,86.0%,Both,22.0,36.4,82.2,Tavooine,Sandstorm,TRUE,20.0,72.3,0
5048,Double Lightsaber,83.8%,Experimental Weapon,30.0%,Calmtrooper,242.7,78.9,82.2,Corsavant,Storm,TRUE,72.9,10.0,1
6506,Ancient Jedai Blade,58.3%,Heavy Blaster,62.2%,Both,131.8,56.6,69.9,Mustran,Snow,FALSE,60.9,49.4,0
935,Single Lightsaber,51.5%,Standard Blaster,80.8%,Jedai,55.7,28.5,56.5,Kamira,Snow,FALSE,50.9,66.9,0
6147,Ancient Jedai Blade,64.8%,Heavy Blaster,74.6%,Both,50.4,54.1,94.1,Eldor,Clear,FALSE,60.1,56.0,0
8317,Ancient Jedai Blade,65.3%,Heavy Blaster,66.5%,Calmtrooper,10.6,50.8,84.4,Corsavant,Clear,TRUE,66.5,73.5,0
4609,Double Lightsaber,87.7%,Experimental Weapon,42.1%,Calmtrooper,169.1,80.7,86.0,Hroth,Storm,TRUE,61.8,26.4,1
4622,Double Lightsaber,84.0%,Experimental Weapon,40.2%,Both,192.9,77.5,77.6,Corsavant,Snow,FALSE,61.7,33.5,1
254,Single Lightsaber,55.4%,Standard Blaster,77.9%,Jedai,218.4,23.1,71.5,Tavooine,Storm,FALSE,36.6,64.0,0
3144,Double Lightsaber,77.2%,Experimental Weapon,44.6%,Calmtrooper,69.3,75.8,94.3,Mustran,Storm,TRUE,80.0,35.3,1
4277,Double Lightsaber,84.6%,Experimental Weapon,31.4%,Calmtrooper,66.7,80.1,90.9,Nabira,Storm,TRUE,71.1,22.1,1
8758,Ancient Jedai Blade,60.7%,Heavy Blaster,64.4%,Both,89.3,56.1,37.5,Tavooine,Sandstorm,FALSE,64.1,62.6,1
7527,Ancient Jedai Blade,66.2%,Heavy Blaster,66.2%,Calmtrooper,33.3,46.8,57.0,Hroth,Snow,TRUE,57.9,62.1,0
7024,Ancient Jedai Blade,63.9%,Heavy Blaster,57.3%,Jedai,239.6,49.5,37.5,Eldor,Storm,FALSE,59.0,80.2,0
7582,Ancient Jedai Blade,61.5%,Heavy Blaster,60.4%,Calmtrooper,158.9,63.3,47.5,Corsavant,Sandstorm,FALSE,66.1,62.0,1
3826,Double Lightsaber,83.7%,Experimental Weapon,30.0%,Calmtrooper,115.3,85.5,64.9,Eldor,Snow,TRUE,86.3,16.0,1
5180,Double Lightsaber,78.1%,Experimental Weapon,43.4%,Calmtrooper,224.1,75.3,65.7,Nabira,Clear,FALSE,75.8,28.7,1
904,Single Lightsaber,48.4%,Standard Blaster,84.4%,Jedai,182.8,29.5,94.3,Tavooine,Sandstorm,FALSE,37.3,50.5,0
8596,Ancient Jedai Blade,62.1%,Heavy Blaster,64.4%,Both,202.8,62.5,46.2,Mustran,Sandstorm,FALSE,63.4,64.0,1
6885,Ancient Jedai Blade,66.0%,Heavy Blaster,69.9%,Jedai,137.9,47.1,41.5,Hroth,Sandstorm,FALSE,41.7,62.7,0
2323,Single Lightsaber,49.5%,Standard Blaster,79.3%,Jedai,41.7,27.4,47.8,Corsavant,Sandstorm,TRUE,35.4,45.5,0
8396,Ancient Jedai Blade,66.5%,Heavy Blaster,59.8%,Jedai,114.7,56.3,65.9,Kamira,Sandstorm,TRUE,74.1,63.9,1
7049,Ancient Jedai Blade,65.9%,Heavy Blaster,70.9%,Both,179.9,51.0,90.0,Mustran,Storm,FALSE,90.2,69.5,0
667,Single Lightsaber,44.9%,Standard Blaster,68.4%,Both,90.8,22.9,33.4,Hroth,Storm,TRUE,23.3,67.8,0
1963,Single Lightsaber,57.7%,Standard Blaster,83.1%,Both,145.4,30.7,88.6,Eldor,Clear,FALSE,58.2,63.0,0
1953,Single Lightsaber,55.0%,Standard Blaster,79.4%,Jedai,77.0,31.6,63.0,Mustran,Clear,TRUE,55.6,76.9,0
5782,Double Lightsaber,87.9%,Experimental Weapon,41.3%,Calmtrooper,62.2,80.0,35.6,Hroth,Storm,TRUE,81.0,36.9,1
7733,Ancient Jedai Blade,65.9%,Heavy Blaster,65.2%,Jedai,231.1,55.0,85.4,Tavooine,Snow,TRUE,54.7,75.9,0
6946,Ancient Jedai Blade,55.8%,Heavy Blaster,57.3%,Both,106.0,61.5,44.0,Hroth,Clear,TRUE,50.2,45.0,1
1610,Single Lightsaber,60.4%,Standard Blaster,74.4%,Jedai,102.7,29.9,86.2,Nabira,Sandstorm,FALSE,20.0,65.6,0
8379,Ancient Jedai Blade,58.8%,Heavy Blaster,57.2%,Both,227.0,59.0,76.0,Hroth,Clear,TRUE,53.8,54.5,0
6612,Ancient Jedai Blade,66.3%,Heavy Blaster,66.5%,Calmtrooper,56.3,59.9,50.1,Hroth,Snow,FALSE,31.3,61.0,0
3486,Double Lightsaber,85.7%,Experimental Weapon,45.9%,Calmtrooper,142.7,78.3,91.1,Mustran,Storm,TRUE,100.0,47.6,1
2115,Single Lightsaber,50.6%,Standard Blaster,80.8%,Jedai,95.3,24.0,36.4,Nabira,Clear,FALSE,22.2,77.8,0
5888,Double Lightsaber,90.8%,Experimental Weapon,42.0%,Calmtrooper,93.6,76.8,36.6,Corsavant,Sandstorm,FALSE,83.8,31.4,1
2500,Single Lightsaber,48.7%,Standard Blaster,75.8%,Jedai,77.7,33.0,67.4,Hroth,Storm,FALSE,42.6,67.6,0
7773,Ancient Jedai Blade,59.7%,Heavy Blaster,67.0%,Calmtrooper,18.3,47.6,65.0,Kamira,Clear,TRUE,57.4,67.2,0
276,Single Lightsaber,49.8%,Standard Blaster,78.8%,Jedai,3.9,30.9,31.1,Eldor,Clear,FALSE,39.3,68.1,0
1178,Single Lightsaber,50.8%,Standard Blaster,78.8%,Jedai,220.3,30.3,66.4,Eldor,Snow,FALSE,33.7,89.5,0
1341,Single Lightsaber,53.6%,Standard Blaster,69.9%,Both,241.8,35.7,69.7,Kamira,Snow,TRUE,26.8,79.7,0
8774,Ancient Jedai Blade,71.6%,Heavy Blaster,66.5%,Calmtrooper,235.5,52.5,55.0,Mustran,Storm,FALSE,66.2,48.2,1
1883,Single Lightsaber,52.4%,Standard Blaster,83.4%,Jedai,89.8,28.4,37.9,Nabira,Storm,TRUE,29.1,80.2,0
124,Single Lightsaber,47.6%,Standard Blaster,81.6%,Jedai,205.8,42.3,64.0,Corsavant,Snow,FALSE,49.8,72.5,0
2582,Single Lightsaber,45.1%,Standard Blaster,82.6%,Jedai,217.9,28.3,55.3,Tavooine,Clear,TRUE,31.9,68.1,0
8426,Ancient Jedai Blade,56.6%,Heavy Blaster,77.4%,Calmtrooper,193.2,46.0,92.9,Corsavant,Clear,TRUE,75.6,70.5,0
2943,Single Lightsaber,57.5%,Standard Blaster,79.4%,Jedai,90.7,31.9,76.4,Hroth,Snow,FALSE,40.5,58.3,0
1380,Single Lightsaber,45.1%,Standard Blaster,84.3%,Jedai,242.5,37.6,52.2,Corsavant,Sandstorm,FALSE,44.4,60.6,0
1008,Single Lightsaber,53.9%,Standard Blaster,78.2%,Both,64.9,23.9,65.8,Kamira,Sandstorm,TRUE,42.5,74.1,0
8920,Ancient Jedai Blade,68.2%,Heavy Blaster,62.9%,Jedai,35.8,66.5,43.3,Kamira,Storm,TRUE,49.8,70.3,1
790,Single Lightsaber,48.2%,Standard Blaster,87.2%,Jedai,237.0,39.3,34.5,Corsavant,Sandstorm,FALSE,35.8,59.0,0
6325,Ancient Jedai Blade,72.4%,Heavy Blaster,63.3%,Both,174.5,59.1,68.4,Tavooine,Clear,FALSE,48.1,51.8,0
4070,Double Lightsaber,98.3%,Experimental Weapon,38.6%,Both,213.3,77.5,74.4,Mustran,Snow,FALSE,92.8,30.0,1
8886,Ancient Jedai Blade,68.2%,Heavy Blaster,63.8%,Both,165.1,53.5,46.7,Hroth,Storm,FALSE,55.7,59.9,1
4879,Double Lightsaber,73.0%,Experimental Weapon,48.0%,Calmtrooper,189.6,80.5,89.9,Nabira,Sandstorm,FALSE,78.7,30.6,1
613,Single Lightsaber,40.1%,Standard Blaster,84.0%,Both,81.2,29.7,76.9,Eldor,Snow,FALSE,55.7,76.0,0
4638,Double Lightsaber,85.5%,Experimental Weapon,41.5%,Calmtrooper,14.6,73.3,86.7,Hroth,Storm,TRUE,85.0,27.7,1
1521,Single Lightsaber,47.0%,Standard Blaster,73.8%,Both,209.3,35.5,81.8,Corsavant,Storm,FALSE,29.0,69.8,0
6959,Ancient Jedai Blade,64.1%,Heavy Blaster,67.5%,Calmtrooper,99.1,59.7,74.0,Corsavant,Snow,TRUE,45.7,54.6,0
962,Single Lightsaber,42.3%,Standard Blaster,78.6%,Both,44.3,35.4,53.6,Corsavant,Storm,FALSE,39.1,68.7,0
547,Single Lightsaber,52.4%,Standard Blaster,80.4%,Both,196.6,34.7,31.1,Nabira,Clear,FALSE,42.2,73.1,0
1915,Single Lightsaber,46.5%,Standard Blaster,79.3%,Jedai,98.4,27.8,94.9,Hroth,Storm,TRUE,56.6,72.0,0
2486,Single Lightsaber,53.8%,Standard Blaster,72.8%,Jedai,12.6,34.8,63.6,Hroth,Clear,TRUE,25.1,55.3,0
4036,Double Lightsaber,80.7%,Experimental Weapon,41.4%,Calmtrooper,41.1,71.5,89.0,Tavooine,Sandstorm,FALSE,83.1,24.1,1
5151,Double Lightsaber,80.6%,Experimental Weapon,42.0%,Calmtrooper,102.2,74.1,53.5,Eldor,Clear,TRUE,94.3,35.6,1
7237,Ancient Jedai Blade,61.6%,Heavy Blaster,61.5%,Calmtrooper,237.7,55.8,45.7,Hroth,Sandstorm,TRUE,52.7,52.8,1
512,Single Lightsaber,55.2%,Standard Blaster,86.1%,Both,92.9,28.7,31.2,Corsavant,Snow,TRUE,34.7,59.2,0
8891,Ancient Jedai Blade,69.1%,Heavy Blaster,68.5%,Both,49.7,61.5,60.5,Kamira,Storm,TRUE,70.7,61.1,1
3467,Double Lightsaber,81.3%,Experimental Weapon,39.9%,Both,126.1,89.8,81.0,Mustran,Snow,FALSE,69.7,29.0,1
2003,Single Lightsaber,50.5%,Standard Blaster,85.5%,Jedai,160.5,21.9,81.6,Mustran,Storm,TRUE,23.2,58.8,0
3690,Double Lightsaber,88.4%,Experimental Weapon,40.7%,Both,236.8,84.4,75.1,Mustran,Snow,TRUE,88.3,45.0,1
2687,Single Lightsaber,59.2%,Standard Blaster,79.6%,Jedai,61.5,30.5,34.1,Nabira,Snow,FALSE,60.9,66.5,0
8824,Ancient Jedai Blade,62.2%,Heavy Blaster,64.3%,Both,46.1,55.2,78.5,Kamira,Snow,FALSE,53.3,55.1,0
1633,Single Lightsaber,45.1%,Standard Blaster,83.2%,Jedai,157.8,27.8,79.2,Kamira,Storm,FALSE,45.3,70.4,0
8982,Ancient Jedai Blade,62.0%,Heavy Blaster,59.9%,Calmtrooper,86.0,58.2,67.7,Corsavant,Clear,FALSE,86.0,44.5,1
5708,Double Lightsaber,92.1%,Experimental Weapon,46.8%,Calmtrooper,51.3,77.7,80.3,Hroth,Sandstorm,TRUE,68.2,46.5,1
7983,Ancient Jedai Blade,50.9%,Heavy Blaster,57.5%,Calmtrooper,60.0,52.2,49.7,Kamira,Sandstorm,TRUE,66.0,66.6,0
3847,Double Lightsaber,76.5%,Experimental Weapon,34.4%,Calmtrooper,235.1,80.7,30.6,Corsavant,Snow,TRUE,81.4,34.7,1
2982,Single Lightsaber,56.8%,Standard Blaster,74.5%,Both,218.6,31.8,66.0,Eldor,Storm,FALSE,39.6,57.7,0
4603,Double Lightsaber,87.4%,Experimental Weapon,42.1%,Calmtrooper,222.9,75.1,35.7,Eldor,Clear,FALSE,79.1,19.8,1
8462,Ancient Jedai Blade,68.1%,Heavy Blaster,59.9%,Calmtrooper,191.2,59.6,79.1,Nabira,Snow,TRUE,62.4,53.1,0
2664,Single Lightsaber,56.7%,Standard Blaster,79.5%,Jedai,2.1,33.3,71.0,Mustran,Snow,TRUE,66.9,80.6,0
2404,Single Lightsaber,51.7%,Standard Blaster,88.4%,Jedai,121.3,23.6,53.5,Mustran,Sandstorm,FALSE,40.6,66.1,0
1413,Single Lightsaber,49.2%,Standard Blaster,75.5%,Both,121.7,34.9,60.0,Mustran,Snow,TRUE,48.4,60.4,0
749,Single Lightsaber,41.8%,Standard Blaster,86.9%,Jedai,136.5,25.6,68.4,Nabira,Sandstorm,TRUE,36.4,65.7,0
1481,Single Lightsaber,55.8%,Standard Blaster,81.2%,Jedai,19.6,29.6,67.9,Nabira,Clear,FALSE,48.6,64.9,0
1919,Single Lightsaber,54.7%,Standard Blaster,82.3%,Both,245.6,32.0,59.2,Corsavant,Storm,FALSE,38.8,68.4,0
8495,Ancient Jedai Blade,68.2%,Heavy Blaster,65.4%,Calmtrooper,126.3,57.5,94.1,Kamira,Storm,FALSE,52.0,62.6,0
2083,Single Lightsaber,47.1%,Standard Blaster,83.4%,Jedai,195.0,30.9,34.8,Hroth,Snow,FALSE,37.7,50.9,0
6483,Ancient Jedai Blade,72.8%,Heavy Blaster,69.3%,Jedai,179.1,48.8,80.9,Eldor,Storm,FALSE,61.5,73.9,0
8742,Ancient Jedai Blade,57.9%,Heavy Blaster,55.2%,Jedai,75.7,54.6,64.1,Tavooine,Storm,TRUE,65.7,70.3,0
6807,Ancient Jedai Blade,74.6%,Heavy Blaster,71.2%,Jedai,246.9,57.5,71.5,Corsavant,Snow,TRUE,61.2,61.6,0
3547,Double Lightsaber,72.6%,Experimental Weapon,36.7%,Calmtrooper,235.5,78.7,65.1,Corsavant,Storm,TRUE,87.0,37.2,1
1684,Single Lightsaber,48.0%,Standard Blaster,79.2%,Both,2.5,24.0,75.2,Tavooine,Sandstorm,FALSE,26.6,74.5,0
1990,Single Lightsaber,47.3%,Standard Blaster,76.0%,Jedai,201.6,33.6,64.7,Corsavant,Sandstorm,TRUE,34.4,55.0,0
1471,Single Lightsaber,54.6%,Standard Blaster,84.6%,Both,161.4,33.8,56.2,Nabira,Snow,TRUE,54.3,78.0,0
406,Single Lightsaber,49.1%,Standard Blaster,76.8%,Jedai,44.6,28.7,37.0,Mustran,Snow,FALSE,50.9,74.0,0
8181,Ancient Jedai Blade,76.5%,Heavy Blaster,63.1%,Calmtrooper,133.8,52.5,86.0,Mustran,Storm,TRUE,50.5,47.9,0
8026,Ancient Jedai Blade,70.1%,Heavy Blaster,70.2%,Both,1.2,61.7,41.0,Corsavant,Clear,TRUE,42.1,69.0,0
1896,Single Lightsaber,46.3%,Standard Blaster,78.4%,Jedai,49.1,29.5,65.9,Tavooine,Snow,FALSE,30.1,75.7,0
5038,Double Lightsaber,86.8%,Experimental Weapon,42.2%,Calmtrooper,197.6,77.6,60.0,Kamira,Sandstorm,FALSE,58.9,10.0,1
6354,Ancient Jedai Blade,62.3%,Heavy Blaster,58.2%,Both,6.2,54.4,72.5,Hroth,Clear,TRUE,51.9,65.3,0
2774,Single Lightsaber,44.5%,Standard Blaster,72.6%,Jedai,36.0,31.9,93.2,Tavooine,Snow,FALSE,37.4,79.7,0
8959,Ancient Jedai Blade,60.9%,Heavy Blaster,60.5%,Both,214.9,55.6,78.3,Kamira,Storm,TRUE,52.6,57.9,0
2645,Single Lightsaber,43.7%,Standard Blaster,84.3%,Both,32.6,37.2,74.8,Mustran,Clear,TRUE,32.6,64.5,0
6998,Ancient Jedai Blade,75.9%,Heavy Blaster,60.2%,Jedai,146.4,53.2,59.5,Kamira,Clear,FALSE,54.0,53.6,1
2290,Single Lightsaber,54.6%,Standard Blaster,76.1%,Jedai,179.4,30.1,39.3,Eldor,Sandstorm,FALSE,38.4,55.6,0
1893,Single Lightsaber,43.4%,Standard Blaster,89.0%,Jedai,43.7,28.2,71.8,Tavooine,Clear,TRUE,43.0,72.7,0
3828,Double Lightsaber,91.9%,Experimental Weapon,38.7%,Both,92.1,84.1,35.4,Kamira,Snow,FALSE,72.2,43.0,1
2690,Single Lightsaber,53.5%,Standard Blaster,85.3%,Jedai,10.4,36.6,58.7,Eldor,Storm,FALSE,45.1,78.6,0
8178,Ancient Jedai Blade,71.1%,Heavy Blaster,67.4%,Calmtrooper,175.7,51.5,38.8,Hroth,Snow,FALSE,36.3,69.9,0
8019,Ancient Jedai Blade,60.7%,Heavy Blaster,68.7%,Jedai,249.1,49.8,88.2,Nabira,Sandstorm,TRUE,67.4,44.3,0
2143,Single Lightsaber,53.9%,Standard Blaster,84.5%,Both,42.8,31.3,59.4,Nabira,Snow,TRUE,30.6,53.1,0
5043,Double Lightsaber,86.6%,Experimental Weapon,32.7%,Both,126.0,82.5,38.6,Corsavant,Clear,TRUE,83.6,29.4,1
7676,Ancient Jedai Blade,56.4%,Heavy Blaster,64.4%,Calmtrooper,155.1,58.3,55.5,Mustran,Clear,FALSE,49.6,52.5,0
1132,Single Lightsaber,48.3%,Standard Blaster,84.2%,Jedai,181.1,27.3,88.2,Kamira,Snow,TRUE,39.5,69.6,0
4814,Double Lightsaber,90.3%,Experimental Weapon,45.9%,Calmtrooper,171.6,88.0,63.4,Kamira,Storm,TRUE,79.4,24.7,1
1239,Single Lightsaber,59.0%,Standard Blaster,72.5%,Jedai,137.9,28.6,93.6,Tavooine,Sandstorm,FALSE,40.1,62.1,0
2829,Single Lightsaber,50.0%,Standard Blaster,80.8%,Jedai,167.9,27.9,50.2,Hroth,Storm,FALSE,32.6,90.2,0
947,Single Lightsaber,55.9%,Standard Blaster,75.8%,Jedai,174.9,31.2,49.1,Kamira,Snow,TRUE,42.5,64.6,0
2610,Single Lightsaber,54.1%,Standard Blaster,88.8%,Jedai,238.2,33.3,89.3,Tavooine,Storm,FALSE,33.9,67.8,0
7105,Ancient Jedai Blade,64.8%,Heavy Blaster,57.1%,Jedai,30.5,59.8,81.9,Kamira,Sandstorm,FALSE,73.1,71.6,0
8934,Ancient Jedai Blade,75.4%,Heavy Blaster,65.3%,Calmtrooper,205.2,53.7,55.7,Kamira,Storm,FALSE,57.9,57.7,1
3543,Double Lightsaber,80.1%,Experimental Weapon,33.3%,Calmtrooper,221.6,79.7,90.7,Hroth,Sandstorm,FALSE,99.0,33.8,1
6628,Ancient Jedai Blade,64.4%,Heavy Blaster,59.4%,Both,143.7,53.6,90.5,Eldor,Snow,FALSE,39.9,53.1,0
7168,Ancient Jedai Blade,64.5%,Heavy Blaster,66.5%,Both,105.2,51.5,86.3,Hroth,Clear,TRUE,54.9,59.0,0
8831,Ancient Jedai Blade,61.5%,Heavy Blaster,68.9%,Both,13.5,57.8,42.8,Mustran,Snow,TRUE,67.6,60.6,1
1397,Single Lightsaber,48.2%,Standard Blaster,79.5%,Both,72.5,35.8,64.6,Kamira,Snow,FALSE,52.3,70.2,0
